title,release_year,genres,imdb_score
Wind River,2017,"['thriller', 'crime', 'drama', 'western']",7.7
Molly's Game,2017,"['drama', 'crime', 'sport']",7.4
Riverdale,2017,"['thriller', 'drama', 'romance', 'crime']",6.7
Legacies,2018,"['scifi', 'drama', 'fantasy', 'horror']",7.3
Mindhunter,2017,"['crime', 'drama', 'thriller']",8.6
Den of Thieves,2018,"['thriller', 'action', 'crime', 'drama']",7.0
All American,2018,"['drama', 'sport']",7.6
Phantom Thread,2017,"['romance', 'drama']",7.4
Manifest,2018,"['scifi', 'drama', 'thriller']",7.1
Elite,2018,"['crime', 'drama', 'thriller']",7.4
Cobra Kai,2018,"['action', 'comedy', 'drama', 'sport']",8.6
You,2018,"['thriller', 'crime', 'drama', 'romance']",7.7
Lost in Space,2018,"['scifi', 'action', 'drama', 'thriller', 'family']",7.3
Money Heist,2017,"['crime', 'drama', 'thriller', 'action', 'european']",8.3
Lady Bird,2017,"['drama', 'comedy']",7.4
Good Girls,2018,"['comedy', 'drama', 'crime']",7.7
The Ritual,2017,"['horror', 'thriller']",6.3
Bodyguard,2018,"['war', 'crime', 'drama', 'thriller', 'european']",8.1
Godless,2017,"['western', 'documentation', 'action', 'drama', 'crime']",7.6
Altered Carbon,2018,"['scifi', 'thriller', 'action', 'drama']",7.9
Maniac,2018,"['drama', 'scifi', 'comedy']",7.7
Dirty John,2018,"['crime', 'drama']",7.3
Darkest Hour,2017,"['drama', 'war', 'history', 'thriller', 'family']",7.4
Babylon Berlin,2017,"['crime', 'thriller', 'drama', 'european']",8.4
Charmed,2018,"['scifi', 'drama', 'fantasy']",4.5
The Haunting of Hill House,2018,"['drama', 'scifi', 'horror', 'thriller']",8.6
HAPPY!,2017,"['scifi', 'comedy', 'thriller', 'action', 'crime', 'fantasy']",8.1
Workin' Moms,2017,"['comedy', 'drama']",7.8
The Nightingale,2018,"['thriller', 'drama', 'horror']",7.3
Wild Wild Country,2018,"['crime', 'documentation']",8.1
Somebody Feed Phil,2018,['documentation'],8.2
Big Mouth,2017,"['animation', 'comedy', 'romance']",7.9
How It Ends,2018,"['thriller', 'action', 'drama', 'scifi']",5.0
Dynasty,2017,['drama'],7.2
The Disaster Artist,2017,"['comedy', 'drama']",7.3
Imposters,2017,"['drama', 'comedy', 'crime']",7.8
Anne with an E,2017,"['drama', 'family']",8.7
Ghostland,2018,"['horror', 'thriller', 'drama', 'european']",6.4
Perfect Bid: The Contestant Who Knew Too Much,2017,"['documentation', 'history']",6.6
Manhunt,2017,"['documentation', 'crime', 'thriller', 'drama']",8.1
The Ballad of Buster Scruggs,2018,"['western', 'comedy', 'drama', 'romance']",7.3
Okja,2017,"['drama', 'scifi', 'action']",7.3
Santa Clarita Diet,2017,"['comedy', 'horror']",7.9
The Bad Batch,2017,"['drama', 'action', 'horror', 'romance', 'scifi']",5.2
The Bureau of Magical Things,2018,"['scifi', 'family', 'fantasy']",6.7
One Day at a Time,2017,"['comedy', 'drama']",8.2
The End of the F***ing World,2017,"['crime', 'comedy', 'drama', 'romance', 'thriller']",8.1
Safe,2018,"['drama', 'thriller', 'crime', 'european']",7.2
GLOW,2017,"['drama', 'comedy', 'sport', 'reality']",8.0
Trolls: The Beat Goes On!,2018,"['comedy', 'romance', 'animation', 'family', 'fantasy']",5.8
Collateral,2018,"['drama', 'thriller', 'crime']",6.7
Shot Caller,2017,"['thriller', 'crime', 'drama']",7.3
Castlevania,2017,"['scifi', 'drama', 'fantasy', 'horror', 'animation', 'action']",8.3
The Shack,2017,"['fantasy', 'drama']",6.2
The Kominsky Method,2018,"['drama', 'comedy']",8.2
Knightfall,2017,"['action', 'drama', 'history']",6.7
Atypical,2017,"['comedy', 'drama']",8.3
Alias Grace,2017,"['drama', 'thriller', 'crime']",7.7
Roma,2018,"['drama', 'european']",7.7
Deadwind,2018,"['drama', 'thriller', 'crime']",7.3
Crooked House,2017,"['drama', 'crime']",6.3
A Series of Unfortunate Events,2017,"['action', 'family', 'comedy', 'drama']",7.8
The Beguiled,2017,"['drama', 'documentation', 'war', 'thriller']",6.8
American Vandal,2017,"['comedy', 'drama', 'crime']",8.1
Watership Down,2018,"['animation', 'action', 'drama', 'family', 'fantasy']",7.2
Mystery Science Theater 3000,2017,"['scifi', 'comedy', 'thriller', 'drama', 'horror']",8.2
Chilling Adventures of Sabrina,2018,"['scifi', 'thriller', 'drama', 'horror', 'fantasy']",7.4
What Happened to Monday,2017,"['thriller', 'drama', 'action', 'crime', 'fantasy', 'scifi']",6.8
The Foreigner,2017,"['thriller', 'action', 'crime', 'drama', 'european']",7.0
Apostle,2018,"['thriller', 'horror', 'drama', 'fantasy']",6.3
Icarus,2017,"['documentation', 'thriller', 'sport']",7.9
The Package,2018,"['comedy', 'drama', 'thriller']",5.5
Violet Evergarden,2018,"['drama', 'animation', 'scifi', 'fantasy', 'romance']",8.4
Narcos: Mexico,2018,"['drama', 'crime']",8.4
Mary Magdalene,2018,['drama'],5.9
Disenchantment,2018,"['scifi', 'comedy', 'fantasy', 'animation', 'action']",7.2
Gerald's Game,2017,"['horror', 'thriller', 'drama']",6.5
Level 16,2018,"['thriller', 'drama', 'scifi', 'european']",6.0
BAKI,2018,"['action', 'animation', 'drama', 'sport']",6.7
The Invisible Guest,2017,"['thriller', 'crime', 'drama', 'european']",8.0
The Cloverfield Paradox,2018,"['thriller', 'horror', 'scifi', 'drama', 'action']",5.5
I Don't Feel at Home in This World Anymore,2017,"['drama', 'thriller', 'comedy', 'crime', 'european']",6.9
Wet Hot American Summer: Ten Years Later,2017,['comedy'],6.9
Abducted in Plain Sight,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8
Annabelle: Creation,2017,"['horror', 'thriller']",6.5
Seven Seconds,2018,"['crime', 'drama']",7.7
The Witch: Part 1. The Subversion,2018,"['fantasy', 'action', 'european']",7.1
Kodachrome,2017,"['drama', 'comedy', 'european']",6.8
Devilman Crybaby,2018,"['scifi', 'animation', 'action', 'drama', 'fantasy', 'horror']",7.6
Calibre,2018,"['thriller', 'horror', 'drama']",6.8
Oats Studios,2017,"['scifi', 'horror']",6.4
Two Sentence Horror Stories,2017,"['drama', 'horror', 'thriller']",5.5
I Am Not Your Negro,2017,"['documentation', 'history', 'european']",7.9
Black Spot,2017,"['drama', 'thriller', 'crime', 'horror', 'european']",7.4
Rust Valley Restorers,2018,['documentation'],7.8
Bird Box,2018,"['thriller', 'drama', 'horror', 'scifi']",6.6
Everything Sucks!,2018,"['drama', 'comedy']",7.5
The Zookeeper's Wife,2017,"['drama', 'war', 'history']",7.0
Bad Blood,2017,"['drama', 'crime']",7.5
Five Came Back,2017,"['war', 'documentation', 'history']",8.3
Outlaw King,2018,"['drama', 'action', 'history', 'war']",6.9
Queer Eye,2018,['reality'],8.5
Veronica,2017,['horror'],6.2
James Acaster: Repertoire,2018,['comedy'],8.4
The Keepers,2017,"['crime', 'action', 'drama', 'documentation']",7.6
Beirut,2018,"['thriller', 'action', 'crime', 'drama']",6.4
The Night Comes for Us,2018,"['thriller', 'action']",6.9
13 Reasons Why,2017,"['drama', 'thriller']",7.5
Pine Gap,2018,"['drama', 'thriller']",7.2
Destination Wedding,2018,"['romance', 'comedy', 'drama']",6.0
Nightflyers,2018,"['scifi', 'thriller', 'drama', 'horror']",5.8
Cam,2018,"['horror', 'thriller', 'drama']",5.9
Black Lightning,2018,"['scifi', 'action', 'drama']",6.1
The Meyerowitz Stories (New and Selected),2017,"['drama', 'comedy']",6.9
Malevolent,2018,"['horror', 'thriller']",4.8
The Babysitter,2017,"['horror', 'comedy']",6.4
When We First Met,2018,"['fantasy', 'comedy', 'romance']",6.4
Extinction,2018,"['drama', 'thriller', 'scifi', 'action']",5.8
To All the Boys I've Loved Before,2018,"['romance', 'comedy', 'drama']",7.1
Troy: Fall of a City,2018,"['war', 'fantasy', 'romance', 'action']",3.9
Cargo,2017,"['drama', 'thriller', 'horror', 'scifi']",6.3
The Dragon Prince,2018,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'thriller']",8.4
Dear White People,2017,"['comedy', 'drama']",6.1
Everybody Knows,2018,"['drama', 'crime', 'thriller', 'european']",6.9
VeggieTales in the City,2017,"['comedy', 'family', 'music', 'animation']",5.7
Requiem,2018,"['drama', 'animation', 'fantasy', 'thriller']",6.4
Wormwood,2017,"['crime', 'drama', 'documentation', 'fantasy']",7.0
Perfume,2018,"['crime', 'thriller', 'drama', 'documentation', 'comedy', 'romance']",7.1
The Guernsey Literary & Potato Peel Pie Society,2018,"['romance', 'drama', 'history', 'war']",7.3
1922,2017,"['horror', 'crime', 'documentation', 'drama', 'thriller']",6.2
Evil Genius,2018,"['crime', 'documentation']",7.5
Home Again,2017,"['drama', 'romance', 'comedy']",5.8
Mudbound,2017,"['drama', 'war']",7.4
The Book of Henry,2017,"['thriller', 'crime', 'drama']",6.5
Explained,2018,['documentation'],8.0
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,"['comedy', 'documentation']",7.7
Cells at Work!,2018,"['action', 'fantasy', 'animation', 'comedy']",7.5
She-Ra and the Princesses of Power,2018,"['scifi', 'action', 'family', 'animation', 'fantasy', 'comedy', 'drama']",7.8
Stranger,2017,"['drama', 'thriller', 'crime', 'romance', 'scifi', 'comedy']",8.5
The Rain,2018,"['drama', 'scifi', 'thriller']",7.3
The Innocent Man,2018,"['documentation', 'crime']",7.3
Berlin Syndrome,2017,"['thriller', 'horror', 'drama']",6.2
Anon,2018,"['scifi', 'drama', 'action', 'crime', 'thriller', 'european']",6.1
Rascal Does Not Dream of Bunny Girl Senpai,2018,"['animation', 'comedy', 'thriller', 'fantasy', 'romance', 'drama']",8.1
Replicas,2018,"['thriller', 'drama', 'scifi']",5.5
Private Life,2018,"['drama', 'comedy']",7.2
Beyond Skyline,2017,"['scifi', 'thriller', 'horror', 'action']",5.3
A Futile and Stupid Gesture,2018,['comedy'],6.7
Mirai,2018,"['fantasy', 'animation', 'drama', 'family']",7.0
The Strangers: Prey at Night,2018,"['thriller', 'horror']",5.2
Dirty Money,2018,"['crime', 'documentation']",8.1
Tidelands,2018,"['scifi', 'fantasy', 'crime', 'drama']",6.8
Hilda,2018,"['scifi', 'family', 'fantasy', 'animation', 'comedy', 'drama']",8.5
Friends from College,2017,"['comedy', 'drama']",6.9
King of Thieves,2018,"['drama', 'crime', 'history']",5.5
Hold the Dark,2018,"['thriller', 'horror', 'action', 'drama']",5.6
My Little Pony: Equestria Girls,2017,"['animation', 'comedy', 'family', 'fantasy']",6.4
Insatiable,2018,"['drama', 'comedy', 'thriller']",6.5
Black Mirror: Bandersnatch,2018,"['scifi', 'thriller', 'fantasy', 'drama']",7.1
Better Than Us,2018,"['scifi', 'drama']",7.3
Cable Girls,2017,"['drama', 'european']",7.6
Sick Note,2017,"['comedy', 'crime']",6.8
RBG,2018,['documentation'],7.6
Bāhubali 2: The Conclusion,2017,"['fantasy', 'action', 'drama']",8.2
The Perfection,2018,"['thriller', 'drama', 'horror', 'music']",6.1
The Discovery,2017,"['thriller', 'drama', 'romance', 'scifi']",6.2
MEGALOBOX,2018,"['action', 'animation', 'drama', 'scifi', 'sport']",7.8
The Kindergarten Teacher,2018,"['drama', 'thriller', 'european']",6.7
Wheelman,2017,"['thriller', 'crime', 'action']",6.4
Mirage,2018,"['thriller', 'drama', 'documentation', 'fantasy', 'music', 'romance', 'european']",7.4
Set It Up,2018,"['comedy', 'romance']",6.5
An Evening with Beverly Luff Linn,2018,"['crime', 'comedy']",5.8
Transformers: Cyberverse,2018,"['action', 'animation', 'scifi']",6.5
The Delivery Boy,2018,"['thriller', 'drama']",6.2
Wanderlust,2018,['drama'],7.0
Jack Whitehall: Travels with My Father,2017,"['reality', 'comedy', 'documentation', 'european']",7.6
Little Italy,2018,"['romance', 'comedy']",5.7
Teasing Master Takagi-san,2018,"['comedy', 'animation', 'romance']",7.7
The Boss Baby: Back in Business,2018,"['action', 'comedy', 'animation', 'family', 'fantasy']",6.4
The Outsider,2018,"['crime', 'thriller', 'action', 'drama']",6.2
My Next Guest Needs No Introduction With David Letterman,2018,[],7.9
Skins,2017,"['comedy', 'drama', 'fantasy', 'european']",6.1
Hannah Gadsby: Nanette,2018,"['comedy', 'documentation']",8.1
Banana Split,2018,['comedy'],6.2
Scissor Seven,2018,"['action', 'animation', 'comedy', 'drama', 'fantasy', 'romance']",8.5
Damnation,2017,"['western', 'drama', 'crime']",7.6
Creep 2,2017,"['horror', 'thriller', 'crime', 'drama']",6.4
Dumplin',2018,"['comedy', 'drama']",6.5
Shirkers,2018,['documentation'],7.4
The After Party,2018,"['comedy', 'horror', 'music']",5.7
Red Joan,2018,"['thriller', 'drama', 'history', 'romance']",6.4
Mute,2018,"['thriller', 'drama', 'scifi']",5.4
The Magic School Bus Rides Again,2017,"['animation', 'family', 'fantasy']",6.2
Hell Fest,2018,"['horror', 'thriller']",5.5
Small Town Crime,2018,"['thriller', 'crime']",6.6
Adrift,2018,"['thriller', 'drama', 'romance', 'action', 'european']",6.6
Cathedral of the Sea,2018,"['drama', 'history']",7.4
Haunted,2018,"['documentation', 'horror', 'reality']",4.6
Happy as Lazzaro,2018,"['fantasy', 'drama', 'european']",7.5
A Bad Moms Christmas,2017,['comedy'],5.6
A-X-L,2018,"['scifi', 'family', 'thriller', 'action', 'drama']",5.3
The Other Side of the Wind,2018,"['drama', 'european']",6.7
Dave Chappelle,2017,"['comedy', 'documentation']",8.7
Ravenous,2017,"['horror', 'animation', 'documentation', 'scifi', 'thriller', 'action', 'drama']",5.8
Salt Fat Acid Heat,2018,['documentation'],7.7
Great News,2017,['comedy'],7.0
Dark Tourist,2018,"['action', 'documentation']",7.5
22 July,2018,"['thriller', 'history', 'crime', 'drama', 'european']",6.8
Abstract: The Art of Design,2017,['documentation'],8.4
Victoria & Abdul,2017,"['drama', 'history']",6.8
Bakugan: Battle Planet,2018,"['scifi', 'animation', 'action', 'comedy', 'family', 'fantasy']",5.1
May the Devil Take You,2018,"['thriller', 'horror']",5.9
Kakegurui,2017,"['action', 'animation', 'drama', 'thriller']",7.2
Numberblocks,2017,['animation'],8.6
Dogs,2018,['documentation'],8.0
The Forest,2017,"['crime', 'thriller', 'drama', 'european']",7.2
Buster's Mal Heart,2017,"['thriller', 'drama', 'crime']",6.2
Zoids Wild,2018,"['scifi', 'action', 'comedy', 'animation']",6.0
Death Note,2017,"['fantasy', 'horror', 'thriller', 'action', 'crime', 'drama']",4.5
Mr. Sunshine,2018,"['drama', 'action', 'history', 'romance', 'war']",8.7
Bright,2017,"['thriller', 'fantasy', 'action', 'crime', 'scifi']",6.3
The Incredible Jessica James,2017,['comedy'],6.5
The Kissing Booth,2018,"['romance', 'comedy']",5.9
Handsome Devil,2017,"['drama', 'comedy', 'sport', 'european']",7.0
Hotel Transylvania: The Series,2017,"['comedy', 'family', 'fantasy', 'horror', 'animation']",5.5
Sand Castle,2017,"['drama', 'action', 'war']",6.3
My Mister,2018,"['drama', 'family']",9.2
Magic for Humans,2018,"['comedy', 'reality']",7.1
Bill Nye Saves the World,2017,['comedy'],3.5
1983,2018,"['drama', 'crime', 'thriller']",6.8
Errementari: The Blacksmith and the Devil,2018,"['drama', 'fantasy', 'horror', 'thriller', 'european']",6.4
Holy Camp!,2017,"['comedy', 'european']",6.2
"Game Over, Man!",2018,"['comedy', 'action']",5.4
Forgotten,2017,"['thriller', 'horror', 'crime', 'scifi']",7.4
Piercing,2018,"['thriller', 'horror']",5.5
Unit 42,2017,"['crime', 'thriller', 'drama', 'european']",7.0
Innocent,2017,"['drama', 'crime']",8.4
Black Earth Rising,2018,"['crime', 'thriller']",7.4
On Body and Soul,2017,"['fantasy', 'drama', 'romance']",7.5
Mowgli: Legend of the Jungle,2018,"['drama', 'fantasy']",6.5
No Escape Room,2018,"['thriller', 'horror']",5.0
I Am a Killer,2018,"['crime', 'documentation']",7.4
Goon: Last of the Enforcers,2017,"['comedy', 'sport']",5.8
Nailed It!,2018,"['reality', 'comedy']",7.4
Aggretsuko,2018,"['animation', 'music', 'romance', 'comedy', 'drama']",8.0
Immortals,2018,"['scifi', 'action', 'drama', 'fantasy', 'thriller', 'music']",5.4
Ricky Gervais: Humanity,2018,['comedy'],7.9
Trolls Holiday,2017,"['fantasy', 'comedy', 'family', 'romance', 'animation']",6.2
To the Bone,2017,['drama'],6.8
On My Block,2018,"['comedy', 'drama']",7.9
Sunderland 'Til I Die,2018,"['documentation', 'sport']",8.1
Gypsy,2017,"['drama', 'thriller']",6.8
The Bar,2017,"['horror', 'thriller', 'comedy', 'fantasy', 'european']",6.3
Siberia,2018,"['thriller', 'european', 'crime', 'romance']",4.3
Alexa & Katie,2018,"['comedy', 'drama']",7.4
Woodshock,2017,"['thriller', 'horror', 'drama', 'fantasy']",4.2
War Machine,2017,"['drama', 'comedy', 'war']",6.0
Illang: The Wolf Brigade,2018,"['thriller', 'drama', 'action', 'scifi']",5.9
Security,2017,"['crime', 'thriller', 'action', 'european']",5.7
Newness,2017,"['drama', 'romance']",6.3
Bitter Daisies,2018,"['drama', 'thriller']",7.2
The Breaker Upperers,2018,['comedy'],5.9
Joan Didion: The Center Will Not Hold,2017,['documentation'],7.4
Clive Davis: The Soundtrack of Our Lives,2017,"['music', 'documentation']",7.5
Life Sentence,2018,"['drama', 'comedy']",6.4
Cry Babies Magic Tears,2018,"['animation', 'family']",4.8
She's Gotta Have It,2017,['comedy'],6.8
The Toys That Made Us,2017,"['documentation', 'comedy', 'history']",8.0
The Standups,2017,['comedy'],6.6
Baby,2018,['drama'],6.8
Unsolved: The Murders of Tupac and The Notorious B.I.G.,2018,['crime'],7.8
Disjointed,2017,['comedy'],6.8
We the Animals,2018,['drama'],6.9
Spirit: Riding Free,2017,"['action', 'animation', 'comedy', 'drama', 'family', 'western', 'documentation']",6.6
Welcome Home,2018,"['thriller', 'horror', 'drama']",5.2
Midnight Sun,2018,"['drama', 'romance', 'european']",6.6
Unicorn Store,2017,"['fantasy', 'comedy', 'drama']",5.5
Tau,2018,"['thriller', 'scifi']",5.8
Brain on Fire,2017,"['drama', 'european']",6.6
White Gold,2017,"['comedy', 'european']",7.4
Voice,2017,"['crime', 'thriller', 'action']",7.5
The Good Cop,2018,"['comedy', 'drama', 'crime', 'documentation']",6.9
If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,2018,"['documentation', 'music']",7.9
Bathtubs Over Broadway,2018,"['comedy', 'music', 'documentation']",7.6
Record of Grancrest War,2018,"['scifi', 'action', 'fantasy', 'war', 'animation']",7.1
Hitler's Circle of Evil,2018,"['documentation', 'war', 'history']",8.0
What the Health,2017,['documentation'],7.4
Rotten,2018,['documentation'],7.2
Duck Butter,2018,"['drama', 'comedy', 'romance']",5.3
Because This Is My First Life,2017,"['comedy', 'drama', 'romance']",8.2
The Long Dumb Road,2018,['comedy'],6.1
Abby Hatcher,2018,"['fantasy', 'animation', 'comedy', 'family']",6.1
Unauthorized Living,2018,['drama'],7.4
LEGO Friends: Girls on a Mission,2018,['animation'],7.7
Tabula Rasa,2017,"['drama', 'horror', 'thriller', 'european']",8.0
Murder Mountain,2018,"['crime', 'documentation']",6.8
Nicky Jam: El Ganador,2018,"['drama', 'music']",7.7
SKY Castle,2018,['drama'],8.6
Sisters,2017,"['drama', 'comedy']",7.5
Suburra: Blood on Rome,2017,"['crime', 'action', 'european']",7.9
Bill Nye: Science Guy,2017,['documentation'],6.5
Mr. Roosevelt,2017,['comedy'],6.2
John Mulaney: Kid Gorgeous at Radio City,2018,['comedy'],7.9
Win It All,2017,['comedy'],6.2
Norm Macdonald Has a Show,2018,['comedy'],8.6
Andhadhun,2018,"['thriller', 'music', 'drama', 'comedy', 'crime']",8.2
Just Between Lovers,2017,"['drama', 'romance']",8.2
The Epic Tales of Captain Underpants,2018,"['animation', 'comedy', 'family', 'action']",6.7
Ugly Delicious,2018,['documentation'],7.8
The House of Flowers,2018,"['drama', 'comedy']",7.6
In Darkness,2018,['thriller'],5.7
Shimmer Lake,2017,"['thriller', 'crime', 'drama']",6.3
Somewhere Between,2017,"['crime', 'drama', 'scifi', 'thriller']",6.2
Hot Date,2017,['comedy'],7.1
The Debt Collector,2018,"['action', 'comedy']",5.8
Orbiter 9,2017,"['scifi', 'drama', 'romance', 'european']",5.9
Day of the Dead: Bloodline,2017,"['horror', 'drama', 'scifi', 'thriller', 'action', 'european']",3.4
Lovesong,2017,"['romance', 'drama']",6.3
Lawless Lawyer,2018,"['action', 'crime', 'drama', 'thriller']",7.7
